date_time,predicted_power
2019-06-13 16:00:00,0.0
2019-06-13 16:15:00,0.0
2019-06-13 16:30:00,0.0
2019-06-13 16:45:00,0.0
2019-06-13 17:00:00,0.0
2019-06-13 17:15:00,0.0
2019-06-13 17:30:00,0.0
2019-06-13 17:45:00,0.0
2019-06-13 18:00:00,0.0
2019-06-13 18:15:00,0.0
2019-06-13 18:30:00,0.0
2019-06-13 18:45:00,0.0
2019-06-13 19:00:00,0.0
2019-06-13 19:15:00,0.0
2019-06-13 19:30:00,0.0
2019-06-13 19:45:00,0.0
2019-06-13 20:00:00,0.0
2019-06-13 20:15:00,0.0
2019-06-13 20:30:00,0.0
2019-06-13 20:45:00,0.0
2019-06-13 21:00:00,0.0
2019-06-13 21:15:00,0.0
2019-06-13 21:30:00,0.0
2019-06-13 21:45:00,0.0
2019-06-13 22:00:00,1.2510086430636855
2019-06-13 22:15:00,0.27910553793873893
2019-06-13 22:30:00,1.1661445995679602
2019-06-13 22:45:00,0.6834905191405762
2019-06-13 23:00:00,2.7781888882714125
2019-06-13 23:15:00,1.8908185790432452
2019-06-13 23:30:00,2.1455846959226377
2019-06-13 23:45:00,2.9483200664732374
2019-06-14 00:00:00,6.233957077480309
2019-06-14 00:15:00,5.789666363819484
2019-06-14 00:30:00,3.5389178527047944
2019-06-14 00:45:00,3.7313953594625486
2019-06-14 01:00:00,7.577777850868781
2019-06-14 01:15:00,10.167308293484174
2019-06-14 01:30:00,8.235284249780477
2019-06-14 01:45:00,9.092397749667578
2019-06-14 02:00:00,10.720401727942361
2019-06-14 02:15:00,12.23227394256517
2019-06-14 02:30:00,9.808182325270721
2019-06-14 02:45:00,9.937715330878689
2019-06-14 03:00:00,12.443282676449915
2019-06-14 03:15:00,10.301830381969676
2019-06-14 03:30:00,13.141796949446418
2019-06-14 03:45:00,12.947936103322526
2019-06-14 04:00:00,11.67702581695975
2019-06-14 04:15:00,13.642307279201148
2019-06-14 04:30:00,14.556123267154753
2019-06-14 04:45:00,14.108973193273512
