date_time,power
2018-06-30 16:00:00,0.0
2018-06-30 16:15:00,0.0
2018-06-30 16:30:00,0.0
2018-06-30 16:45:00,0.0
2018-06-30 17:00:00,0.0
2018-06-30 17:15:00,0.0
2018-06-30 17:30:00,0.0
2018-06-30 17:45:00,0.0
2018-06-30 18:00:00,0.0
2018-06-30 18:15:00,0.0
2018-06-30 18:30:00,0.0
2018-06-30 18:45:00,0.0
2018-06-30 19:00:00,0.0
2018-06-30 19:15:00,0.0
2018-06-30 19:30:00,0.0
2018-06-30 19:45:00,0.0
2018-06-30 20:00:00,0.0
2018-06-30 20:15:00,0.0
2018-06-30 20:30:00,0.0
2018-06-30 20:45:00,0.0
2018-06-30 21:00:00,0.0
2018-06-30 21:15:00,0.1232
2018-06-30 21:30:00,0.3192
2018-06-30 21:45:00,0.7784
2018-06-30 22:00:00,1.1816
2018-06-30 22:15:00,1.6744
2018-06-30 22:30:00,2.3856
2018-06-30 22:45:00,3.1528
2018-06-30 23:00:00,4.0432
2018-06-30 23:15:00,4.9392
2018-06-30 23:30:00,6.1152
2018-06-30 23:45:00,7.3528
2018-07-01 00:00:00,8.461599
2018-07-01 00:15:00,9.6208
2018-07-01 00:30:00,10.8248
2018-07-01 00:45:00,11.9896
2018-07-01 01:00:00,13.0256
2018-07-01 01:15:00,14.1848
2018-07-01 01:30:00,15.0192
2018-07-01 01:45:00,16.1392
2018-07-01 02:00:00,17.9256
2018-07-01 02:15:00,16.6432
2018-07-01 02:30:00,17.8976
2018-07-01 02:45:00,16.5256
2018-07-01 03:00:00,16.2792
2018-07-01 03:15:00,18.7432
2018-07-01 03:30:00,14.5376
2018-07-01 03:45:00,14.2128
2018-07-01 04:00:00,20.714399
2018-07-01 04:15:00,12.488
2018-07-01 04:30:00,11.06
2018-07-01 04:45:00,18.3064
2018-07-01 05:00:00,15.204
2018-07-01 05:15:00,14.56
2018-07-01 05:30:00,5.1128
2018-07-01 05:45:00,11.6984
2018-07-01 06:00:00,12.8128
2018-07-01 06:15:00,15.6184
2018-07-01 06:30:00,10.0128
2018-07-01 06:45:00,9.9176
2018-07-01 07:00:00,14.0952
2018-07-01 07:15:00,10.6792
2018-07-01 07:30:00,9.4416
2018-07-01 07:45:00,7.6832
2018-07-01 08:00:00,6.0424
2018-07-01 08:15:00,4.2224
2018-07-01 08:30:00,4.676
2018-07-01 08:45:00,3.668
2018-07-01 09:00:00,2.8056
2018-07-01 09:15:00,4.1888
2018-07-01 09:30:00,3.9536
2018-07-01 09:45:00,1.9040000000000001
2018-07-01 10:00:00,1.9432
2018-07-01 10:15:00,1.6464
2018-07-01 10:30:00,1.9936
2018-07-01 10:45:00,1.3888
2018-07-01 11:00:00,0.9184
2018-07-01 11:15:00,0.2688
2018-07-01 11:30:00,0.1624
2018-07-01 11:45:00,0.0
2018-07-01 12:00:00,0.0
2018-07-01 12:15:00,0.0
2018-07-01 12:30:00,0.0
2018-07-01 12:45:00,0.0
2018-07-01 13:00:00,0.0
2018-07-01 13:15:00,0.0
2018-07-01 13:30:00,0.0
2018-07-01 13:45:00,0.0
2018-07-01 14:00:00,0.0
2018-07-01 14:15:00,0.0
2018-07-01 14:30:00,0.0
2018-07-01 14:45:00,0.0
2018-07-01 15:00:00,0.0
2018-07-01 15:15:00,0.0
2018-07-01 15:30:00,0.0
2018-07-01 15:45:00,0.0
2018-07-01 16:00:00,0.0
2018-07-01 16:15:00,0.0
2018-07-01 16:30:00,0.0
2018-07-01 16:45:00,0.0
2018-07-01 17:00:00,0.0
2018-07-01 17:15:00,0.0
2018-07-01 17:30:00,0.0
2018-07-01 17:45:00,0.0
2018-07-01 18:00:00,0.0
2018-07-01 18:15:00,0.0
2018-07-01 18:30:00,0.0
2018-07-01 18:45:00,0.0
2018-07-01 19:00:00,0.0
2018-07-01 19:15:00,0.0
2018-07-01 19:30:00,0.0
2018-07-01 19:45:00,0.0
2018-07-01 20:00:00,0.0
2018-07-01 20:15:00,0.0
2018-07-01 20:30:00,0.0
2018-07-01 20:45:00,0.0
2018-07-01 21:00:00,0.0
2018-07-01 21:15:00,0.0
2018-07-01 21:30:00,0.1288
2018-07-01 21:45:00,0.2856
2018-07-01 22:00:00,0.4144
2018-07-01 22:15:00,1.0864
2018-07-01 22:30:00,2.2624
2018-07-01 22:45:00,2.7832
2018-07-01 23:00:00,2.5368
2018-07-01 23:15:00,4.3568
2018-07-01 23:30:00,5.1128
2018-07-01 23:45:00,6.5072
2018-07-02 00:00:00,7.3304
2018-07-02 00:15:00,9.5088
2018-07-02 00:30:00,10.0464
2018-07-02 00:45:00,12.0512
2018-07-02 01:00:00,11.0376
2018-07-02 01:15:00,10.3712
2018-07-02 01:30:00,13.8544
2018-07-02 01:45:00,12.4488
2018-07-02 02:00:00,14.0224
2018-07-02 02:15:00,11.872
2018-07-02 02:30:00,14.1624
2018-07-02 02:45:00,18.34
2018-07-02 03:00:00,12.3704
2018-07-02 03:15:00,13.3616
2018-07-02 03:30:00,19.488001
2018-07-02 03:45:00,19.2304
2018-07-02 04:00:00,17.5056
2018-07-02 04:15:00,20.5912
2018-07-02 04:30:00,18.8888
2018-07-02 04:45:00,21.649599
2018-07-02 05:00:00,19.107201
2018-07-02 05:15:00,13.0424
2018-07-02 05:30:00,9.8952
2018-07-02 05:45:00,4.3288
2018-07-02 06:00:00,7.7336
2018-07-02 06:15:00,4.3176
2018-07-02 06:30:00,4.6872
2018-07-02 06:45:00,9.6656
2018-07-02 07:00:00,8.1368
2018-07-02 07:15:00,11.5248
2018-07-02 07:30:00,2.4472
2018-07-02 07:45:00,1.2992
2018-07-02 08:00:00,2.0048
2018-07-02 08:15:00,3.864
2018-07-02 08:30:00,2.2568
2018-07-02 08:45:00,3.4608
2018-07-02 09:00:00,2.2008
2018-07-02 09:15:00,2.2904
2018-07-02 09:30:00,1.8536
2018-07-02 09:45:00,2.548
2018-07-02 10:00:00,1.4616
2018-07-02 10:15:00,1.1816
2018-07-02 10:30:00,1.204
2018-07-02 10:45:00,0.7224
2018-07-02 11:00:00,0.4088
2018-07-02 11:15:00,0.3136
2018-07-02 11:30:00,0.0
2018-07-02 11:45:00,0.0
2018-07-02 12:00:00,0.0
2018-07-02 12:15:00,0.0
2018-07-02 12:30:00,0.0
